ID,snippet,section_name,word_count,myDate
4fd2275e8eb7c8105d7afe13,"Next to the turnip, the cabbage is probably the most reviled vegetable in the Western world. This unfortunate spin has more to do with the willful British punishment inflicted on its preparation for 500 years than with anything inherent in the poo...",Magazine,1704,2001/07/22
4fd20bbf8eb7c8105d77a5a7,"CONVENIENCE food on a Sunday night doesn't have to be Chinese takeout or something in the microwave. It can be a meal that's baking in the oven while you watch a movie or a ballgame.     The following dinner takes little time to prepare, and it al...",New York and Region,642,2000/11/05
4fd209778eb7c8105d77535d,"TYPICALLY, small, purple-blue Italian prunes bring up the rear in summer's annual parade of plums. Though less handsome, perhaps, than other plums, they are the ones most often used in cooking. One reason is that they are freestone, making them ea...",New York and Region,767,2000/09/10
4fd205ca8eb7c8105d76e52d,"AS fresh corn is to summer, so root vegetables are to winter. And with good reason. Traditionally, the sturdy roots sheltered underground were the last of the plant to be harvested. Once pulled up they could be kept in cold storage for many weeks ...",New York and Region,519,2000/02/27
4fd237758eb7c8105d7c9ea7,"IN the bitter depths of winter, citrus fruits perennially brighten the menu. The season is at its peak for the greatest variety of top-quality oranges, grapefruits and tangerines. And from an early morning glass of juice to a wedge of lemon in a l...",New York and Region,616,2000/01/16
4fd2449d8eb7c8105d7dee61,"SAY bisque and immediately, unconscionable quantities of cream and mellowing chunks of lobster or some mushrooms comes to mind. But to be creamy, a bisque does not require cream.     A smooth vegetable purée, often involving a starchy root, can b...",New York and Region,655,2001/03/04
4fd242bc8eb7c8105d7dbce1,"BRINING works wonders with ham or turkey, producing juicy, firm meat. When I read recently that the method works well for pork, too I was intrigued. Pork has so little fat that it often comes out dry and tough when it's cooked.     So I tried brin...",New York and Region,805,2001/01/14
4fd204058eb7c8105d76aae2,"THE calendar may say autumn, but summer lingers at produce stands. There's still time to enjoy fresh sweet corn and ripe tomatoes. And with them, the pungent seasoning provided by fresh cilantro is always welcome.    Each of the following recipes ...",New York and Region,673,2000/09/24
4fd1fa568eb7c8105d757be4,"HAVE bluefish fallen by the wayside? Are shoppers passing it by in favor of fancier and costlier varieties like tuna, salmon and red snapper?     If so, it's a pity. Bluefish is a local catch, readily available in summer. The fish is full of flavo...",New York and Region,777,2000/07/02
4fd213598eb7c8105d78a6a6,"POTATO salad may not strictly be seasonal, but like local strawberries, backyard grilling and gin and tonic, it signals summer. And its adaptable nature makes it appropriate for everything from a picnic to an elaborate dinner.    Defining potato s...",New York and Region,1114,2000/05/21
4fd221158eb7c8105d7a4d35,"ONE spring a few years ago I stopped at a farm with my son, who was then about 5, to buy some seedlings. Behind the barn was an enormous field full of young spinach, and we were told we could pick our own. When we got home I showed him how to make...",New York and Region,1030,2000/05/14
4fd224128eb7c8105d7aa27f,"PERHAPS it is all the Easter egg painting kits around, but come spring, I feel like doing more with eggs than just serving them for breakfast. ''Country Egg, City Egg,'' just published by Artisan, is a charming little book by Gayle Pirie and John ...",New York and Region,643,2000/04/16
4fd2211e8eb7c8105d7a53d2,SUPPOSE you decide to follow tradition and prepare corned beef and cabbage for St. Patrick's Day. And suppose you are then faced with an ample supply of leftover corned beef. Sandwiches would be one obvious option. Hash is another.    Corned beef ...,New York and Region,682,2000/03/12
4fd233c88eb7c8105d7c4945,"IT is time to get back to basics. Hearty cold-weather dishes can now replace the elegant tidbits or rarefied luxuries that dressed up dining over the last few celebratory weeks.     For millennia, long before the last one, dried beans have been a ...",New York and Region,898,2000/01/02
5476d9e238f0d83924902533,"Explore the West Indian restaurants concentrated along Nostrand and Flatbush Avenues and get a taste for jerk chicken, roti and cassava pones....",Travel,1100,2008/08/24
4fd221a78eb7c8105d7a680a,"When I walk the mile or so from my apartment in SoHo to Russ & Daughters on East Houston Street near Orchard, on Manhattan's suddenly stylish Lower East Side, I experience that enlargement of the soul felt by ancient worshipers as they blissfully ...",Magazine,1697,2003/01/12
4fd21ac98eb7c8105d799aea,"Of the four most perennially puzzling culinary mysteries -- how do you cook perfect rice consistently, who separates the juice of the pomegranate from its seeds, what the hell is in marshmallows and where did my malted milk go -- the only question...",Magazine,1789,2002/07/21
4fd2341c8eb7c8105d7c50ac,"Why are today's pork chops so bad? Dry, mealy, sturdy as medieval armament. Didn't used to be. Those who knew how to cook them back in the day released their subtle flavor, tenderness and juice by simply sautéing or grilling them quickly till the...",Magazine,1762,2002/04/07
4fd242c38eb7c8105d7dc1b5,"SALAD in winter can take imagination. It's not the moment for that wonderful bunch of freshly picked arugula and ripe tomatoes that shine with but a splash of good extra-virgin olive oil. The greens, when they're not limp, may be sturdier, and the...",New York and Region,767,2001/02/18
4fd22d408eb7c8105d7ba2e3,"THICK fillets of fish are easy to cook in the oven. They can be seared in a nonstick pan or poached in olive oil in a baking dish. Cod, halibut, turbot, bass or salmon are good prepared this way, and emerge juicy and moist. You can use all manner ...",New York and Region,750,2000/12/31
4fd21a698eb7c8105d798d98,"JUST as the summer harvest fades, artichokes are back on the scene. When I was growing up, we only had them two ways: hot, with hollandaise, or cold, with mayonnaise. Each leaf was savored until you got down to the best part: the heart, or bottom....",New York and Region,867,2000/10/22
4fd217868eb7c8105d792e89,"CALAMARI -- as the Italians call squid - when briefly cooked and then tossed with sharp seasoning, can provide a quick yet apetite-whetting summer dish. The calamari can take on different ethnic personalities, depending on the ingredients added....",New York and Region,692,2000/06/18
4fd264538eb7c8105d817849,"If life didn't give us lemons, then what would we cook?...",Magazine,1499,2005/11/06
4fd251088eb7c8105d7f4dea,Nathan Myhrvold's kitchen is so advanced that it requires a Ph.D. and welder's mask....,Technology; Science; Magazine,1536,2005/10/16
4fd256a98eb7c8105d800343,"SHANE HAMMAN (Weight Lifter)  Shane Hamman, the No. 1 weight lifter in America, placed in the Top 10 in the Sydney Olympics by lifting 926 pounds. The 32-year-old is the best in snatch, clean and jerk and total weight lifting. (He can squat more t...",Health; Magazine,1060,2004/08/08
4fd27e838eb7c8105d84785b,"'There's going to be blood and hair on the wall tonight,'' Anthony Bourdain says exuberantly, downing a bottle of Kronenbourg 1664 at the head of a long table at the 28th Street Les Halles. Bourdain, resident chef, whistle-blower on restaurant she...",Magazine,1808,2004/06/20
4fd246db8eb7c8105d7e2254,"When I bought my old house in Sag Harbor some 40 years ago, the village was only beginning to emerge from the Depression of the 1930's. Many of the Federal houses, most of them now expensively restored with new cedar roofs and freshly painted whit...",Magazine,1817,2003/09/21
4fd296aa8eb7c8105d872bb1,"In these moist, drag-slag days, when the city's heat makes your rayons cling, it's reassuring to note that it's not only the temperature of the food you eat that has the capacity to cool. What you want on days like these is intake that makes you f...",Magazine,1729,2003/08/31
4fd291be8eb7c8105d86aa15,"I fell in love with her the way most people who met her did -- at first sight, and like a sheepdog, passionately, adoringly, forever. I was perhaps 3 years old, and she must have been 9, and we were on a beach somewhere, and had anything come of i...",Magazine,1848,2003/07/06
4fd25bbb8eb7c8105d80925d,"While stirring the pound of chunked chocolate into the pound of butter melting over the heat of his electric stove, Bert tells me about Madonna's lawsuit against him in '99: ''The BBC kept trying to get me to say something bad about her, but I wou...",Magazine,1898,2002/01/20
4fd2503c8eb7c8105d7f3c54,"I should be removed from normal social discourse for many reasons, probably, and in most cases I wouldn't object morally. In fact, I almost was a few weeks ago, when a bloviator in Union Square shouted to a crowd that the first step to solving the...",Magazine,1867,2001/10/07
4fd22d678eb7c8105d7ba8ac,"ON a cold winter day, the chef David Waltuck says, a good homemade stew is the culinary equivalent of a down parka. He has just published ''Staff Meals'' (Workman), a cookbook of dishes from his TriBeCa restaurant, Chanterelle. But instead of the ...",New York and Region,1074,2001/02/11
4fd23c3a8eb7c8105d7d18f5,"THE calendar may say autumn, but summer lingers at produce stands. There's still time to enjoy fresh sweet corn and ripe tomatoes. And with them, the pungent seasoning provided by fresh cilantro is always welcome.    Each of the following recipes ...",New York and Region,673,2000/10/01
4fd240cd8eb7c8105d7d8e15,"AS the cuisines of sultry climates demonstrate, sharp seasonings played against a touch of acidity can be hot weather appetite whetters. Chilies and citrus juices are what do the trick.    But you do not need to be in Mexico, India or Thailand to ...",New York and Region,651,2000/08/27
4fd217878eb7c8105d792f28,"SUMMER'S berries may inspire the baker of pies and cakes, but with an abundance of fresh raspberries, blueberries, blackberries, strawberries and even gooseberries and currants, there are lighter options.    An updated Jell-O mold, for example, ma...",New York and Region,686,2000/07/30
4fd27cf58eb7c8105d8440f2,"On a March morning at Coon Rock Farm -- 55 acres of just about everything you can grow and raise -- in Hillsborough, N.C., Jamie DeMent is showing me a fallen tree that's being milled into tabletops for the farm's biggest project to date: Eno Rest...",Magazine,978,2010/04/25
4fd287918eb7c8105d8590ca,"A seasoned chef goes back to basics, starting with the perfect breakfast....",Magazine,1526,2006/01/08
4fd25f888eb7c8105d80fa81,"A pair of classic European cookbooks come to America. Calf's-foot fritters, anyone?...",Magazine; Books,1414,2005/12/11
4fd24d6d8eb7c8105d7ee57d,Why high prices at the pump aren't touching your plate  yet....,Magazine,1122,2005/10/30
4fd239118eb7c8105d7ccbbd,"The little-known predictive that decides every political race, high or low, has nothing to do with policies, war strategies or economic successes. Every presidential victor since Truman, save one (Nixon -- the exception that proves the rule), has ...",Magazine,1761,2004/03/21
4fd235268eb7c8105d7c699a,"I have two kitchens, one in Manhattan, the other on Long Island. Each has a table that seats six. The one in the city is made of stainless steel and was built by a shop on Grand Street that does sheet-metal work for Chinese restaurants. Normally t...",Magazine,1907,2004/01/18
4fd234cd8eb7c8105d7c6050,"'Acting is my profession -- I've been doing it since I was 5,'' Madhur Jaffrey says as she pours a gallon of milk into a saucepan on my 12-burner Garland. ''Cooking is what I would do anyway.'' She sets the milk to low and simmers it v-e-r-y slowl...",Magazine,1850,2003/10/05
4fd22c5c8eb7c8105d7b8816,"My mother, in her damp, drizzly November moods, would remind my father of his place in her affections by claiming that she had agreed to their courtship only after he offered to treat her to a dinner of fried Ipswich clams at Hugo's Lighthouse Res...",Magazine,1836,2003/07/13
4fd23fc98eb7c8105d7d6f6a,"With the possible exception of Broadway's joyous ''Movin' Out,'' there may be nothing as theatrically entertaining as a professional kitchen that has been thrown a curveball. Because of my extreme good looks and youthful demeanor, I was lucky enou...",Magazine,1797,2003/06/08
4fd2432e8eb7c8105d7dc977,"Friends get furious with me because I'm able to order a fairly hefty sampling of menu items and not finish any of them, no matter how good they are. I love but can stop in the middle of eating foie gras, pompano, coconut in any form, Jubilaeum aqu...",Magazine; Books,1767,2003/04/20
4fd224108eb7c8105d7aa10b,"THE point when winter turns to spring is marked by the arrival of shad and shad roe in the market. ''It is the last word of Lent but a word that triumphs!'' wrote a Frenchman, Charles Monselet, in the 19th century, adding, ''What a beautiful fish,...",New York and Region,1009,2000/04/02
4fd207798eb7c8105d771bc8,"A SPRING menu requires asparagus, lamb and a light touch. Here are the outlines of such a menu.    A first course salad is made with young asparagus and arugula, with a lemony dressing and shavings of pecorino, a tangy sheep's milk cheese from Ita...",New York and Region,741,2000/03/26
4fd1f2308eb7c8105d7498d3,CHEFS in restaurants often ''mark'' meat and fish on top of the stove in a skillet and finish cooking it in the oven. Marking gives it a crisp finish and browned skin; the roasting keeps it moist and juicier than when everything is done under the ...,New York and Region,1030,2000/02/20
4fd240678eb7c8105d7d8192,"Down to the wire, isn't it? As we slouch out of the canine days of summer, treading skittishly toward soothing autumn with our collective rictuses quivering in anticipation of the political madness that is about to create mayhem in what seems like...",Magazine,1693,2004/08/22
4fd23cb98eb7c8105d7d285e,"The first time I went to the River Cafe, I'd been in Bath, a place I now loathe but where, in a fit of temporary insanity, I'd gone with a truly terrible man to meet his awful children, who were as unimpressed with me as I was with them. It was 10...",Magazine,1768,2004/07/18
4fd2a1ed8eb7c8105d88726f,"In his introduction to ''Ten Vineyard Lunches,'' Richard Olney writes that every meal, even the daily ones spent ''for the most part in solitude,'' is ''a celebration.'' But, he adds, ''the most wonderful are those of the summer months. . . . At t...",Magazine,1765,2004/05/16
4fd23da08eb7c8105d7d3e32,"''Lent is a time for reflection,'' said Nick Livanos at Molyvos, the restaurant at Seventh Avenue and 54th Street that he owns with his family and that is named after a village on the island of Lesbos in Greece. ''For us, it's the time to tame you...",Magazine,1734,2004/04/04
4fd2346c8eb7c8105d7c57fd,"Over on the far West Side of Manhattan, down where the cabs sleep and art geeks wander, there is a restaurant called the Red Cat, which a fellow named Jimmy Bradley opened in 1999. It is a laconic, successful and welcoming place, popular far beyon...",Magazine,1826,2003/11/30
4fd2772a8eb7c8105d838840,"Last year, I packed a bag of books and a bag of clothes and took off for Spain. I had never just taken off before, not as a student, not in my early 20's like most of my friends, not ever (unless you count my freshman year in college, when, under ...",Magazine,1921,2003/10/12
4fd275718eb7c8105d834c28,"My friend George Peterkin Jr. is fig obsessed. He lives in Houston and travels all the time, but from mid-June until mid-July, when the figs are ripe on his trees, he refuses to leave them. He can't. For one thing, somebody has to shoot the squirr...",Magazine,1807,2003/08/03
4fd2a1eb8eb7c8105d887131,"Of all the books I published in my years at Random House, one of the oddest yet most delightful was the revised third edition of a Chinese cookbook originally brought out by another publisher in 1945. ''How to Cook and Eat in Chinese,'' by Buwei Y...",Magazine,1786,2004/06/13
4fd29d038eb7c8105d87ee7e,"When I found out that La Côte Basque was closing its doors, I was sad -- irrationally so, since it later occurred to me that I hadn't actually eaten there in almost 14 years. I remember the occasion clearly because it was the birthday of my ex-fi...",Magazine,1834,2004/03/28
4fd29d008eb7c8105d87ed1e,"If you can download Vindigo onto your cellphone or Palm Pilot, you need never run out of restaurants in this city, even when, like me, you haven't had the wit to make a reservation. Vindigo is considerably more helpful than Zagat's electronic coun...",Magazine,1713,2004/02/08
4fd2491a8eb7c8105d7e6613,"When I went to Afghanistan in August, I was prepared -- sort of -- for the acres of crashed airplane carcasses that greeted us upon arrival at the Kabul International Airport; I was prepared for the heat and the dust and the fact that much of the ...",Magazine,1796,2003/12/07
4fd21f938eb7c8105d7a2d46,For years my friend the writer Elaine Shannon and I joked that one day we would write a cookbook called ''Kill That Taste!'' The idea was born from the fact that the refrigerator in Elaine's Washington kitchen was filled almost exclusively with po...,Magazine,1804,2002/10/13
4fd27f538eb7c8105d848ff6,"Let's face it, my taste buds are only mine, not yours or anybody else's, and as such deserve no special accolade just because they temporarily have access to a printing press. This is helpful to remember not only in matters culinary but also in ma...",Magazine,1824,2002/06/23
4fd27f5b8eb7c8105d849576,"To the Southerner, there is simply no other food that possesses the stature of fried chicken. It cuts across class lines. (When I was growing up, if we were dressed in church clothes, we'd eat it at the country club; if not, we'd stand in line at ...",Magazine,1827,2002/05/26
4fd2659c8eb7c8105d819f06,"There have been two occasions in my life I have been motivated into the kitchen by literature. The first time it happened I was reading ''Anna Karenina'' in tandem with someone I loved very much, so when we got to Part 4, I decided to replicate Ob...",Magazine,1759,2002/03/10
4fd22d668eb7c8105d7ba83d,"SOMETIMES, all it takes is a small amount of a certain ingredient to contribute a distinctive touch to a dish. That's why I always keep a link or two of Spanish-style chorizo sausage in my refrigerator.    A few tablespoons of the ruddy, finely mi...",New York and Region,760,2001/01/21
4fd240ca8eb7c8105d7d8c6a,"I'M never without olives in the kitchen. Do I need a quick nibble with cocktails? Bring out the olives. Will I want to give a new look and taste to a stew? I'll add olives. And when it comes to salads, plump, glossy olives contribute a deliciously...",New York and Region,651,2000/07/16
4fd277698eb7c8105d838c5e,"We all want and need obsessives from time to time. There is no such thing as ''too much'' expertise when it comes to navigating your sinuses, preparing your income taxes or repairing your car, and I, for one, hope scholarly works on these subjects...",Magazine,1812,2003/11/02
4fd243c78eb7c8105d7dd95e,"Back in the day, an expression that according to my son can mean either last week or the moment in 1517 when Martin Luther nailed his 95 theses to the cathedral door and began the Reformation but that in this case refers to the mid-1950's, hamburg...",Magazine,1897,2003/08/17
4fd241bd8eb7c8105d7d9fb6,"I love the French. Language, food, art, playwrights, dogs in restaurants, clothing, countryside, delightful citizenry, Agnès Varda and Louis Malle, the memory of Bardot, those old Citröens. I admire their international contrariness and their abi...",Magazine; Books,1794,2003/03/30
4fd2146d8eb7c8105d78c7fe,"Strip away the trimmings and you will find that the essential structure of all living things, from the dainty amoeba to the boisterous elephant, from the stately elm to Donald Rumsfeld, is an alimentary system supporting a reproductive system. Why...",Magazine,1541,2002/02/10
4fd2298e8eb7c8105d7b3690,"Does art matter? It mattered so much that it terrified the Soviets and Nazis into controlling it, and the Taliban, by blowing up ancient Buddhist sculpture, into destroying it. Allowed to, art will endure longer than politics and national borders,...",Magazine,1778,2001/11/04
4fd20f038eb7c8105d780f50,"CASSEROLES are for cold weather. And because they can be assembled, and often prepared for reheating, in advance, they're immensely convenient for family meals and for entertaining.     Here are three possibilities, all meatless and each made with...",New York and Region,844,2001/02/04
4fd20bc08eb7c8105d77a672,"BOLETUS EDULIS, perhaps the greatest mushroom of all, is now in season. More commonly known as porcini or cepes, the crop now showing up in food markets and restaurants is from Oregon. But these mushrooms are not cheap -- they cost around $40 a po...",New York and Region,860,2000/12/03
4fd2178c8eb7c8105d7933ca,"AS the author George Du Maurier wrote, ''An apple is an excellent thing -- until you have tried a peach.'' Indeed, biting into a juicy, ripe peach is one of the great treats of summer. So is eating a cooked peach with vanilla ice cream.     I like...",New York and Region,861,2000/08/06
4fd219be8eb7c8105d7978a2,"HAVE bluefish fallen by the wayside? Are shoppers passing it by in favor of fancier and costlier varieties like tuna, salmon and red snapper?     If so, it's a pity. Bluefish is a local catch, readily available in summer. The fish is full of flavo...",New York and Region,777,2000/07/02
4fd23d518eb7c8105d7d34f8,"ICED tea season has started. Though there is a vast array of ready-to-drink bottled iced tea in all sorts of flavors, and iced tea mix galore, homemade iced tea, brewed from high-quality tea leaves, is so easy to prepare it can always be kept on h...",New York and Region,600,2000/06/04
4fd263718eb7c8105d815eaa,"While on Seventh Avenue in Park Slope, Brooklyn, one scorching day last summer, I stopped at Moe's, a Mexican takeout spot, for a cold tamarind drink. The scent of sweet spices and fried dough wafted through the air. A man held a foil pouch contai...",Dining and Wine; Style,150,2001/09/26
4fd228478eb7c8105d7b1959,"Proof that Artisanal, 2 Park Avenue (32nd Street), is about more than cheese comes from a refreshing melon ''cocktail'' with a ginger and Sauternes-lime gelée. Though served as a hot-weather first course, it could as easily be a dessert. To make ...",Dining and Wine; Style,147,2001/08/22
4fd230848eb7c8105d7bee80,"It had been a while since I'd been out with foodies, and I let my guard down.    We were convening at Craft, a new restaurant near Gramercy Park. It was the place all foodies were talking about. ''Can you believe how expensive it is?'' one shrieke...",Magazine,1759,2001/07/29
4fd2587a8eb7c8105d804216,"Great looking and deceptively inexpensive, these hand-hammered, stainless-steel serving pieces are just right for summer weekend house gifts. The collection, Geometrics, by the American metalware designer Michael Aram, is made in India. The pieces...",Dining and Wine; Style,80,2001/06/27
4fd215268eb7c8105d78e0fb,"Call it the muffin connection. When Jean Kahn decided to close her bakery-cafe, Les Friandises, at 972 Lexington Avenue (70th Street), to work with her husband, Rafet Senturk, in Dalga, his new Turkish seafood restaurant on East 62nd Street, the f...",Dining and Wine; Style,137,2001/06/20
4fd249e38eb7c8105d7e7378,"Cool materials and bright colors -- the sweet nothings of summer fashion -- are dressing this summer's tables.    Paper mats and matching napkins from France come in two patterns. Black Dots, left center, for the minimalist, and Grass, below, for ...",Dining and Wine; Style,174,2001/06/06
4fd252358eb7c8105d7f788c,"¡Gusto! is the ''Buena Vista Social Club'' of food magazines. A glossy new offering from the publishers of Cooking Light, it's aimed at Latinos but feels as infectiously inclusive as Cuban music.    Flip past the feature on nail treatments and yo...",Dining and Wine; Style,160,2001/04/11
4fd204078eb7c8105d76ac91,"Uncommonly pale, about the shade of rose Champagne, and smooth and well toned, this smoked salmon stands out from the rest. It is not farm-raised like most salmon destined for the smoker but is caught in the Baltic Sea and cold-smoked in Denmark. ...",Dining and Wine; Style,110,2000/12/27
4fd2043f8eb7c8105d76b44f,"Two young women have taken ''singing for your supper'' to new heights. Meredith Greenberg and Leora Perlman (her father is the violinist Itzhak Perlman), conservatory-trained opera singers, met in 1994 while performing in a music festival at Chaut...",Dining and Wine; Style,183,2000/11/29
4fd201088eb7c8105d764d39,"The National Audubon Society, which is concerned about the finned as well as the feathered, has published the Seafood Lover's Almanac, a colorful guide ($19.95) to the habitats of various fish, crustaceans and mollusks and the methods used to catc...",Dining and Wine; Style,115,2000/10/04
4fd227d48eb7c8105d7b0eaf,"Did you photograph your first child more than the succeeding one(s)? If it was a boy, did you believe him possibly the only one ever born, destined to play the violin and quarterback for the Giants, read at 6 months, speak Czech at 2? I did.     I...",Magazine,1800,2002/12/22
4fd26a538eb7c8105d821c58,"In a recent issue of The New York Review of Books, there was an article on Middle Eastern food by the noted historian and Princeton professor Bernard Lewis, in which he quotes a 14th-century Persian writer on the subject of eggplant: ''One day whe...",Magazine,1819,2002/07/28
4fd269ea8eb7c8105d8210d2,"A simple hamburger barely a half-inch thick, slightly charred at the edges and rare inside, embellished with only ketchup and a neat slice of Bermuda onion on a four-inch bun, awakens in me memories as compelling as those aroused by Marcel Proust'...",Technology; Magazine; Books,1794,2002/06/09
4fd23df78eb7c8105d7d42da,"WITH autumn in full blaze, the suitable fruit choices no longer involve peaches, nectarines, strawberries or cherries. Those demanded summer's warmth. Now is the season for pears, apples, quinces, cranberries and dried fruit.    Pears offer fabulo...",New York and Region,708,2000/11/12
4fd220368eb7c8105d7a39b9,"FOR those who work all day, cooking the kind of food one yearns for on a cold winter night is not always practical. Long-simmered stews and braised meats are fine if you have the afternoon to prepare them, but they are out of the question when you...",New York and Region,1037,2000/02/06
4fd27fbb8eb7c8105d84a225,"Some out-of-towners fear the New York City subway. For visiting chefs, particularly those from California, it's the vegetables and fruit. When the Silicon Valley chef David Kinch was invited to Le Bernardin this summer to cook for a group of food ...",Magazine,1838,2004/08/15
4fd2266f8eb7c8105d7ae1a4,"If you're in the mood for a rib-sticking, soul-satisfying, nearly home-cooked meal -- say, a hearty New England clam chowder followed by seafood jambalaya, green beans on the side, almond poppy-seed cake washed down with cappuccino, accompanied by...",Magazine,1754,2003/03/16
4fd241cb8eb7c8105d7da9f4,"Needing a week off from America (like most of the rest of the world), I phoned my friend Fitz, who runs the Marks Travel Service in Dayton, Ohio, and asked him where to spend the week between Christmas and New Year's. I wanted a place that was suf...",Magazine,1852,2003/03/02
4fd225df8eb7c8105d7ad25c,"On an autumn evening some 20 years ago at Chez Panisse, Alice Waters's renowned restaurant in Berkeley, Calif., I inadvertently became a cookbook publisher, thanks to Alice's miraculous bouillabaisse, a silken fugue of textures and tastes whose co...",Magazine,1732,2003/01/26
4fd2233d8eb7c8105d7a8f50,"In Richard Reeves's wonderful book ''President Nixon,'' there is an anecdote regarding the administration's first state dinner, for the Canadian prime minister, Pierre Trudeau. The morning afterward, Reeves writes, the president complained to his ...",Magazine,1762,2002/12/01
4fd258118eb7c8105d80302c,"Observing Jewish dietary laws is a particular challenge in the modern world, partly because they govern not just food but also the appliances used for cooking. For example, in a kosher household a blender must have two jars and two blades, to keep...",Dining and Wine; Style; Books,114,2004/09/08
4fd280178eb7c8105d84a98c,"Having honed his Provençal palate as the executive chef at NICE MATIN  on the Upper West Side, ANDY D'AMICO , below, has added another city in the south of France to his portfolio. He is now also the executive chef at MARSEILLE , 630 Ninth Avenue...",Dining and Wine; Style,227,2004/09/08
4fd2a2cd8eb7c8105d888247,"What goes on as a restaurant gears up to the dinner hour? What is the staff told about specials or the wines that go with them? You can find out for yourself at Beacon, 25 West 56th Street, where the staff meal is open to the public on Thursdays f...",Dining and Wine; Style,110,2004/07/28
4fd2a2cf8eb7c8105d8883f2,"Making ice cream at home once required lots of ice and rock salt. Then came hand-churners with canisters that had to be frozen overnight. Electric models with automatic churning replaced those. Now, the most convenient ice-cream makers have intern...",Dining and Wine; Style,126,2004/07/14
4fd2a2d48eb7c8105d888608,"PARK AVENUE CAFE , the culinary flagship of the Smith & Wollensky Restaurant Group, has been given a less countrified look with bright red accents. And in place of a wine list, two tables have been set up, one with bottles of red wines and the oth...",Dining and Wine; Style,273,2004/07/07
4fd2a1e58eb7c8105d886c6d,"On Eighth Avenue near Times Square, a part of the city where subway has more than one meaning, Eban Ross, left, hopes to improve the sandwich options. Mr. Ross, a chef who worked with Michel Richard at Citrus in Los Angeles, has opened Carve, 760 ...",Dining and Wine; Style,100,2004/06/23
4fd252ab8eb7c8105d7f86d6,"To keep your golf game in top form, you can now practice putting on a 14-foot swath of artificial turf at Grand Central Terminal during a lunch break or at cocktail time. It has been set up at the outdoor cafe for Michael Jordan's: The Steak House...",Dining and Wine; Style,97,2004/05/26
4fd2535b8eb7c8105d7f9ced,"KATY SPARKS is now in charge of the kitchen at COMPASS, 208 West 70th Street. Ms. Sparks, left, who was the chef at Quilty's in SoHo, which closed, had been trying to open her own restaurant. ''The deals kept falling through, and I just wanted to ...",Dining and Wine; Style,310,2004/03/03
4fd234688eb7c8105d7c5463,"Water buffaloes have always been considered the source of the finest mozzarella. But the only way to get it was to import it from Italy. Last spring, at his Star Hill Dairy in Woodstock, Vt., David Muller began milking a small herd of water buffal...",Dining and Wine; Style,180,2004/01/14
4fd234698eb7c8105d7c5523,"I was impressed with Imoya, a South African brandy, when I first tasted it at a safari camp in Botswana. You can find it now in New York, in a dark green frosted bottle with a stopper that suggests an African headdress. Imoya is made in Cognac-sty...",Dining and Wine; Style,130,2003/12/31
4fd238e68eb7c8105d7cc4f2,"What's a gin and tonic without the clink of ice cubes? But a glass of white or rosé wine is another matter. When the wine is not quite chilled, you could do what French chefs do: drop in an ice cube, leave it for a minute or two, then scoop it ou...",Dining and Wine; Style,97,2002/07/17
4fd21ac38eb7c8105d7996bf,"Arabica from Tanzania is the cabernet of coffee: a dark, rich brew with an aroma that hints of raisins and is balanced with good acidity. That describes the dark roast coffee from Sweet Unity Farms, a cooperative community in southern Tanzania tha...",Dining and Wine; Style,98,2002/06/05
4fd278938eb7c8105d83adb4,"Field-grown mâche is unlike most mâche, or lamb's lettuce, that is sold in produce markets. Usually, mâche is grown hydroponically, that is, not in soil but in nutrient-enhanced liquid, and is softer, leggier and less flavorful than mâche grow...",Dining and Wine; Style,98,2002/05/22
4fd28dc58eb7c8105d863c6a,"Many Chinese dishes cook in minutes, but the trimming, chopping, seasoning and marinating you have to do beforehand can take considerable time. For those seeking shortcuts, Deluxe Food Market, 79 Elizabeth Street (Hester Street), sells seasoned an...",Dining and Wine; Style,185,2002/05/08
4fd21b978eb7c8105d79abde,"With a table like this, who would use a tablecloth? It is one of a kind, an Art Deco design by Lee Weitzman of Chicago, made in Canada of curly maple, with black and mother-of-pearl accents. The table seats six at Atelier, the restaurant in the ne...",Dining and Wine; Style,142,2002/05/01
4fd2163d8eb7c8105d790847,"Stick one of these new Italian kitchen scales on the roof of your car and you could stop traffic -- all it needs is a siren. Made by Guzzini, the scale gives you a choice of pounds or grams, with a maximum of two kilograms or four and a half pound...",Dining and Wine; Style,100,2002/04/24
4fd2358f8eb7c8105d7c7361,"Canadian bacon, usually smoked and ready to eat, is something entirely different in Canada. North of the border, it is brined, rolled in cornmeal and sold uncooked. A juicy meat with a sweet, nutty flavor hinting of cloves and a light saltiness, i...",Technology; Dining and Wine; Style,173,2002/04/17
4fd22ea08eb7c8105d7bcb90,"High-end London restaurants serve sticky toffee pudding, a dark, dense, cakelike confection, which is a specialty of the Lake District of northwest England. One brand, from the English Pudding Company, is also sold in the food halls at Fortnum & M...",Dining and Wine; Style,119,2002/03/13
4fd26be28eb7c8105d82466f,"When Gary Ibsen, a tomato grower in Carmel, Calif., asked Julia Child what kind of heirloom tomato she would like to bear her name, she said, ''A tasty one, my dear.'' After experimenting, he selected an organic beefsteak to be called the Julia Ch...",Dining and Wine; Style,113,2002/01/02
